"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
17800,0.945507986133553,-49008.0403925432,0.943410593880839,20,15,365,357,310,273,216,5,4,4,3,2
17810,0.945669813142093,-49016.8228698076,0.948303483359715,20,16,364,363,302,281,215,5,4,4,3,2
17820,0.945413552591135,-49002.7885320635,0.94203006225405,20,15,390,334,302,275,223,5,4,4,3,2
17830,0.94418556448842,-48935.5147002962,0.945336464477564,20,15,390,338,302,264,223,5,4,4,3,2
17840,0.944854142070245,-48972.4551808193,0.945700383275705,20,15,399,328,306,258,230,5,4,4,3,2
17850,0.945437148267136,-49004.447053645,0.942815582622851,20,15,394,336,306,259,230,5,4,4,3,2
17860,0.94569282517543,-49018.5601610277,0.954620443005555,20,15,403,317,316,260,255,5,4,4,3,2
17870,0.944726509615369,-48965.0819363945,0.946979311504611,20,15,386,315,310,257,253,5,4,4,3,2
17880,0.944930290001183,-48977.5058595551,0.947676531387044,20,15,385,326,325,254,240,5,4,4,3,2
17890,0.944449471923343,-48950.4546717561,0.945852816777988,20,15,397,314,311,257,243,5,4,4,3,2
17900,0.9453995218073,-49002.6285667774,0.945598222766787,20,16,393,322,312,252,235,5,4,4,3,2
17910,0.944916725812242,-48975.7330434515,0.940002161697004,20,15,390,325,314,258,240,5,4,4,3,2
17920,0.94545403862217,-49006.2636488601,0.949946352754721,20,15,401,346,298,261,231,5,4,4,3,2
17930,0.945544966063048,-49010.9960946481,0.94635080292684,20,15,388,338,305,261,222,5,4,4,3,2
17940,0.945760865522951,-49022.0148361921,0.949648026051775,20,15,384,335,315,251,232,5,4,4,3,2
17950,0.945682711211206,-49017.9507641284,0.942112866512661,20,15,396,333,291,269,243,5,4,4,3,2
17960,0.943976318173279,-48924.0894938782,0.934984385250724,20,15,386,339,288,267,226,5,4,4,3,2
17970,0.944590056433358,-48958.3452840522,0.955332893302402,20,15,384,327,294,270,234,5,4,4,3,2
17980,0.945939352550574,-49031.7888087637,0.951884492165761,20,15,382,334,301,274,228,5,4,4,3,2
17990,0.945909183714725,-49030.4442150864,0.942890851762897,20,15,394,334,296,275,226,5,4,4,3,2
18000,0.944273438908179,-48941.4660601027,0.950158621637362,20,16,388,345,292,266,233,5,4,4,3,2
18010,0.945204951806365,-48991.3480378838,0.943548548785412,20,15,386,342,287,271,230,5,4,4,3,2
18020,0.945859697203042,-49027.280705468,0.951753594588457,20,15,383,331,303,272,223,5,4,4,3,2
18030,0.944129780719207,-48933.4417161024,0.946673930418593,20,17,385,325,298,270,218,4,4,3,3,2
18040,0.9446484729355,-48961.764661962,0.943637288716745,20,15,392,328,309,275,207,5,4,4,3,2
18050,0.943492188444121,-48898.2862338922,0.94176073551254,20,15,376,340,290,261,217,5,4,4,3,2
18060,0.944613999798896,-48958.8396219072,0.944625768128717,20,16,374,326,290,274,219,5,4,3,2,2
18070,0.945377296110612,-49000.8879047202,0.952229499362999,20,15,389,347,290,252,203,5,4,4,3,2
18080,0.944350110978927,-48944.7633523365,0.942628379880673,20,15,378,346,288,265,209,5,4,4,3,2
18090,0.945210482235687,-48991.8210386504,0.937897821931128,20,15,372,354,287,280,203,5,4,4,3,2
18100,0.945979162050657,-49036.1234338566,0.949494977738701,20,15,372,352,293,265,213,5,4,4,3,2
18110,0.945034804491094,-48982.0930893253,0.943817593311482,20,16,374,341,303,264,209,5,4,3,2,2
18120,0.945689644061521,-49018.501902272,0.9405576548939,20,15,369,358,302,274,192,5,4,4,3,2
18130,0.945647865306935,-49015.6304699313,0.948000419634567,20,15,374,335,304,278,201,5,4,4,3,2
18140,0.94545202751958,-49005.0261496166,0.944381213807773,20,15,394,323,292,282,211,5,4,4,3,2
18150,0.944749231803163,-48966.4241203622,0.950767671009426,20,15,393,344,288,284,199,5,4,4,3,2
18160,0.944703890921566,-48963.8203590904,0.94520559935036,20,15,384,354,295,280,191,5,4,4,3,2
18170,0.944812282876853,-48969.7479754135,0.946331012010148,20,15,366,347,290,278,202,5,4,4,3,2
18180,0.944561618922435,-48957.919430541,0.941549040883043,20,15,365,350,284,279,214,5,4,4,3,2
18190,0.945461263309385,-49006.7589636392,0.947036892054811,20,15,386,335,296,271,226,5,4,4,3,2
18200,0.944931359992786,-48976.2998793377,0.949093662691521,20,15,392,321,311,285,214,5,4,4,3,2
18210,0.945148700526983,-48988.4384115996,0.949797733787189,20,15,373,341,307,288,217,5,4,4,3,2
18220,0.945341311308462,-49000.1592348906,0.943490731730171,20,15,382,338,297,285,211,5,4,4,3,2
18230,0.946470430116981,-49061.0405115295,0.945551785648103,20,15,401,313,290,283,227,5,4,4,3,2
18240,0.946037443736078,-49037.2406501877,0.948211028716703,20,16,374,331,297,287,228,5,4,4,3,2
18250,0.944969107843177,-48978.8078922202,0.942882983289266,20,15,381,334,305,280,218,5,4,4,3,2
18260,0.945210750557789,-48991.6405248479,0.937873974838795,20,15,387,330,295,281,224,5,4,4,3,2
18270,0.945425219034214,-49003.6955409358,0.945685335878327,20,15,396,329,292,275,230,5,4,4,3,2
18280,0.945418756272656,-49003.0876400708,0.945588436880696,20,16,398,327,298,262,220,5,4,4,3,2
18290,0.945093576752105,-48985.8871381757,0.942863230794606,20,15,392,313,300,259,219,5,4,4,3,2
18300,0.944639390181212,-48960.4518847167,0.947733366429994,20,15,382,335,298,265,221,5,4,4,3,2
18310,0.944481108641227,-48951.6069333084,0.949793643476837,20,15,382,321,298,270,228,5,4,4,3,2
18320,0.94521471917605,-48991.8507712489,0.943161588189719,20,15,374,330,291,270,226,5,4,4,3,2
18330,0.944580035748707,-48957.123062901,0.944105505835576,20,15,372,318,302,283,233,5,4,4,3,2
18340,0.944897556937813,-48976.3648591197,0.936558616744801,20,16,396,318,288,274,234,5,4,4,2,2
18350,0.944425747578288,-48948.7431596564,0.944771324908444,20,15,379,319,296,273,239,5,4,4,3,2
18360,0.944361381828558,-48945.0489212728,0.937313475271599,20,16,378,331,290,270,235,5,4,4,3,2
18370,0.944516212758949,-48953.7076140515,0.945866831502924,20,15,392,304,284,276,250,5,4,4,3,2
18380,0.945192305771792,-48990.6060736157,0.947042558618146,20,15,381,300,275,270,262,5,4,4,3,2
18390,0.944522780284948,-48954.0945227633,0.939156410950131,20,15,376,312,289,272,249,5,4,4,3,2
18400,0.945563589943924,-49011.3759109454,0.948131718869901,20,16,386,338,290,270,227,5,4,3,3,2
18410,0.946024475001517,-49037.002317931,0.948006595182904,20,16,388,337,293,277,226,4,4,4,3,2
18420,0.947314692526819,-49107.4967402817,0.956819696957905,20,15,386,354,289,268,215,5,4,4,3,2
18430,0.944833232710961,-48972.9451988318,0.941924523188507,20,15,378,351,293,283,209,5,4,4,3,2
18440,0.945056022911025,-48983.1598569294,0.954377081228879,20,15,371,334,284,273,219,5,4,4,3,2
18450,0.944346818470253,-48944.2167664094,0.943116984734316,20,16,382,341,300,272,218,5,4,4,3,2
18460,0.944744503144899,-48968.8431132994,0.947876231027782,20,15,388,341,285,277,203,5,4,4,3,2
18470,0.94557304163996,-49011.6553760322,0.948972053458222,20,15,385,340,288,273,207,5,4,4,3,2
18480,0.945641541403001,-49017.3834310741,0.951479335055413,20,15,378,358,297,270,209,5,4,4,3,2
18490,0.944855516083027,-48972.1228783097,0.947408114488656,20,15,375,350,304,267,223,5,4,4,3,2
18500,0.945771028099618,-49023.3190123513,0.937213725510376,20,15,400,348,313,268,206,5,4,4,3,2
18510,0.94482760139034,-48972.7636502355,0.935445355328954,20,15,405,335,305,259,214,5,4,4,3,2
18520,0.944666097860983,-48962.0009820479,0.943457833270911,20,16,404,338,303,258,222,4,4,4,3,2
18530,0.944976993809382,-48979.919304415,0.940993239916627,20,15,399,348,289,255,221,5,4,4,3,2
18540,0.945214478055922,-48991.9264525559,0.945425374944483,20,16,406,339,292,267,227,5,4,4,3,2
18550,0.945520033694886,-49008.926936493,0.937669495162406,20,16,430,321,293,257,226,5,4,4,3,2
18560,0.945367945191195,-49000.2660748886,0.941443803512247,20,15,409,326,300,258,240,5,4,4,3,2
18570,0.945489157727696,-49008.4221233018,0.948021837830848,20,15,402,349,300,265,242,5,4,4,3,2
18580,0.94525937822793,-48994.3246520562,0.948492232064305,20,15,396,334,302,268,231,5,4,4,3,2
18590,0.944636254498841,-48960.6131387961,0.946184784904264,20,15,373,336,304,282,226,5,4,4,3,2
18600,0.944734289181111,-48965.4459195583,0.946211304584728,20,16,387,331,301,275,225,5,4,4,3,2
18610,0.945125467904747,-48987.2427600494,0.943270976554905,20,15,408,343,307,273,217,5,4,4,3,2
18620,0.944653345036874,-48960.9981933674,0.94061643855691,20,15,404,344,308,271,214,5,4,4,3,2
18630,0.945049303067422,-48983.4005499326,0.944871546059554,20,16,402,328,309,278,224,5,4,3,3,2
18640,0.944620044566486,-48959.804580477,0.945910295998262,20,17,389,340,297,276,234,5,4,3,2,2
18650,0.944938631653084,-48976.709789945,0.946408363552684,20,17,415,332,311,289,219,5,4,2,2,2
18660,0.945492084060109,-49008.23993794,0.939381900266304,20,17,411,330,313,286,220,5,4,2,2,2
18670,0.945644637701156,-49015.6934897621,0.947530708471016,20,15,431,321,297,277,236,5,4,4,3,2
18680,0.945114349868819,-48986.5768891003,0.945946968453654,20,15,417,329,301,281,242,5,4,4,3,2
18690,0.945323754446628,-48999.0790323775,0.943371084204488,20,16,413,339,305,284,232,5,4,4,3,2
18700,0.944942158779901,-48976.8723993598,0.945227775854252,20,15,422,323,309,263,238,5,4,4,3,2
18710,0.945518071980956,-49010.2805248776,0.943769718758556,20,15,412,328,321,274,230,5,4,4,3,2
18720,0.945878948284131,-49028.3982738086,0.949200446381045,20,15,398,338,290,283,231,5,4,4,2,2
18730,0.946136774327176,-49042.6266046895,0.942970990921957,20,15,418,320,296,278,230,5,4,4,2,2
18740,0.945378459768118,-49000.8507636021,0.942687763750714,20,15,407,314,297,276,236,5,4,4,3,2
18750,0.94534226432726,-48999.334525007,0.950047955692529,20,15,400,323,301,290,230,5,4,4,2,2
18760,0.944748532360561,-48966.3701388162,0.945211704806353,20,15,399,328,303,282,232,5,4,4,2,2
18770,0.944393369204804,-48947.0753508968,0.94628266678199,20,15,377,322,297,279,236,5,4,4,2,2
18780,0.945703528631653,-49019.2554579988,0.951600697325237,20,15,383,310,291,291,244,5,4,4,2,2
18790,0.94532320777522,-49000.8902096896,0.952737926005013,20,15,391,326,287,284,227,5,4,4,2,2
18800,0.944773951851498,-48967.6170444173,0.944844722974004,20,16,394,332,290,274,233,5,4,4,2,2
18810,0.945634993469824,-49015.4838784757,0.95003390377866,20,16,390,335,299,278,237,5,4,4,2,2
18820,0.944071789158595,-48929.5734614618,0.93874610504625,20,15,371,341,298,277,216,5,4,4,2,2
18830,0.944352296100644,-48944.6128912871,0.946901608736376,20,15,381,323,301,275,226,5,4,4,2,2
18840,0.945234795795382,-48993.2909716062,0.939172481834298,20,15,380,335,297,271,234,5,4,4,2,2
18850,0.946424153705705,-49060.3696596591,0.955674025546252,20,15,368,355,292,270,219,5,4,4,2,2
18860,0.945372344861776,-49001.2688809089,0.944514822204277,20,15,370,353,291,277,233,5,4,4,2,2
18870,0.944878204302492,-48973.4630236384,0.949174381834368,20,15,385,326,297,270,229,5,4,4,2,2
18880,0.946053064663439,-49037.858776457,0.943133978232968,20,15,376,333,306,266,233,5,4,4,2,2
18890,0.945554835296294,-49010.6056922807,0.952617054709255,20,15,371,333,287,277,234,5,4,4,2,2
18900,0.946256150360475,-49049.0067654045,0.945306989613059,20,15,368,328,292,289,229,5,4,4,2,2
18910,0.945819844015332,-49025.5559904397,0.948590289690366,20,16,381,333,296,275,238,5,4,4,2,2
18920,0.944342536740858,-48943.9061807811,0.950224337013563,20,15,384,338,296,276,226,5,4,4,2,2
18930,0.945014364185647,-48982.9385125592,0.942711140231988,20,15,395,340,294,274,228,5,4,4,2,2
18940,0.945141829547952,-48988.043049763,0.944533998706213,20,15,397,343,301,278,223,5,4,4,2,2
18950,0.945438038704119,-49004.1334651899,0.941025685937954,20,15,395,333,322,278,218,5,4,4,2,2
18960,0.945674097049512,-49017.1067707545,0.944270316702937,20,15,392,343,294,278,214,5,4,4,2,2
18970,0.944979214461789,-48978.9493796131,0.936159624684215,20,15,382,324,292,279,217,5,4,4,2,2
18980,0.945066827209309,-48983.8114383122,0.941931395289338,20,16,391,335,297,278,208,5,4,4,2,2
18990,0.944921594470667,-48975.8949156466,0.948959489348181,20,16,380,338,296,276,216,5,4,4,2,2
19000,0.945229727240683,-48993.029554789,0.9417783631135,20,15,374,352,296,285,208,5,4,4,2,2
19010,0.945743804089829,-49021.0361955549,0.946314776961181,20,15,368,353,291,271,212,5,4,4,2,2
19020,0.945878768911743,-49028.5883425923,0.948905735246712,20,15,383,340,284,254,208,5,4,4,2,2
19030,0.946029072750006,-49036.6865268138,0.943064831724804,20,15,398,320,297,259,210,5,4,4,2,2
19040,0.945599363723663,-49014.5282780807,0.945709489493481,20,15,402,312,304,252,212,5,4,4,2,2
19050,0.944369062290831,-48945.9034975906,0.939921023763755,20,16,377,334,309,271,211,5,4,4,2,2
19060,0.944083518852265,-48929.6765208543,0.944131621366102,20,15,381,356,293,278,199,5,4,4,2,2
19070,0.945778593675848,-49023.7268509847,0.948298811991356,20,15,383,341,293,277,215,5,4,4,2,2
19080,0.944775874545896,-48967.8947173195,0.94121589663249,20,15,381,347,290,285,210,5,4,4,2,2
19090,0.945262955851239,-48994.5633868864,0.944756995151758,20,16,388,344,286,279,214,5,4,4,2,2
19100,0.943787140265278,-48913.4310846006,0.939768057228262,20,15,396,346,292,276,197,5,4,4,2,2
19110,0.944408639589577,-48947.5390461961,0.938600852112194,20,15,391,348,294,275,218,5,4,4,2,2
19120,0.944835327972252,-48971.3837472084,0.945397352544304,20,15,381,350,287,287,227,5,4,4,2,2
19130,0.94445709775315,-48950.2693203794,0.940726731035271,20,15,381,344,288,280,225,5,4,4,2,2
19140,0.944273938484861,-48940.6309286237,0.946972118454866,20,15,386,332,289,286,238,5,4,4,2,2
19150,0.94525574077311,-48994.0914023953,0.944709831727255,20,15,404,326,292,279,218,5,4,4,2,2
19160,0.944727111775021,-48967.1215903385,0.94066006553257,20,16,397,339,293,280,215,5,4,4,3,2
19170,0.945142129455234,-48988.0417362716,0.948854489685949,20,17,386,347,283,279,219,4,4,3,3,2
19180,0.94503810416864,-48982.1465703401,0.936690787745257,20,16,388,339,296,276,220,5,4,3,3,2
19190,0.945632481010735,-49015.340930647,0.954489406835468,20,15,398,340,297,274,224,5,4,4,3,2
19200,0.946051765868018,-49039.306723414,0.952643412972241,20,17,392,340,293,280,228,5,4,4,3,2
19210,0.945210714277062,-48992.1065389011,0.946618745146269,20,16,405,332,302,279,218,5,4,4,3,2
19220,0.945049208002259,-48982.7784000931,0.94234180836022,20,16,397,332,305,278,222,4,4,4,3,2
19230,0.945205924251574,-48991.4526771298,0.93370412702485,20,15,388,336,309,276,213,5,4,4,2,2
19240,0.944831163640842,-48970.7641229831,0.942896713351976,20,16,376,344,294,282,213,5,4,4,2,2
19250,0.945357100515449,-49000.8677561852,0.949621933112187,20,17,368,332,297,272,219,5,4,4,2,2
19260,0.945203093765846,-48991.5271402125,0.941147001799379,20,15,382,347,287,275,223,5,4,4,2,2
19270,0.944126696099011,-48932.0827149679,0.946816877329106,20,15,388,344,293,276,219,5,4,4,2,2
19280,0.943952523657494,-48922.5200822027,0.947648688780767,20,15,402,346,293,275,207,5,4,4,2,2
19290,0.944737166483282,-48965.5977229386,0.949702138579799,20,15,399,345,297,280,218,5,4,4,2,2
19300,0.945013935095872,-48981.1311526167,0.947439266529823,20,15,398,350,299,273,209,5,4,4,2,2
19310,0.944369259823853,-48945.7038624643,0.946815782769753,20,16,388,333,290,278,209,5,4,4,2,2
19320,0.94502213691973,-48982.6699895004,0.947763199721928,20,16,379,338,287,283,212,5,4,4,2,2
19330,0.945236073709688,-48993.1335569264,0.949831583718523,20,15,391,338,293,272,216,5,4,4,2,2
19340,0.946078432898386,-49039.3583290191,0.943397026719207,20,16,407,328,306,277,203,5,4,4,2,2
19350,0.946346128261604,-49054.1351264319,0.943986731362201,20,16,413,346,306,262,209,5,4,4,2,2
19360,0.944605462238298,-48959.7949812762,0.949711951321976,20,16,401,337,297,273,215,5,4,4,2,2
19370,0.944809628453744,-48969.5862035472,0.946928931651294,20,16,390,334,297,274,222,5,4,4,2,2
19380,0.945751407717725,-49021.3188050963,0.947913562712542,20,15,393,343,296,263,215,5,4,4,2,2
19390,0.944666082314173,-48962.6778318967,0.940394404536156,20,15,393,330,303,265,210,5,4,4,2,2
19400,0.944841312708267,-48971.4383279919,0.946152950546335,20,16,392,331,298,279,218,5,4,4,2,2
19410,0.944700415506056,-48963.5854151978,0.943039551069541,20,15,369,342,304,270,209,5,4,4,2,2
19420,0.945722874636299,-49020.0873523489,0.938131401894227,20,15,380,326,308,266,214,5,4,4,2,2
19430,0.944376363725228,-48946.0136385786,0.944182518175895,20,15,383,330,309,262,212,5,4,4,2,2
19440,0.945002703119236,-48980.4298133447,0.947130263591406,20,15,374,335,305,286,205,5,4,4,2,2
19450,0.945995783373114,-49037.4564281274,0.955006810149841,20,16,388,326,303,282,207,5,4,4,2,2
19460,0.945033793368262,-48984.1766612058,0.938846079092137,20,16,391,323,290,276,221,5,4,4,2,2
19470,0.944886630023105,-48974.0769935753,0.945379117834568,20,15,385,329,298,274,217,5,4,4,2,2
19480,0.944938378752426,-48976.7196910779,0.950708081688385,20,15,379,329,296,275,223,5,4,4,2,2
19490,0.943862767465679,-48918.8031763583,0.943315734736696,20,15,369,322,291,275,211,5,4,4,2,2
19500,0.944740621587139,-48965.9577677467,0.936358205924124,20,15,380,316,285,268,220,5,4,4,2,2
19510,0.946068849500751,-49038.7448768816,0.946647390925731,20,16,375,315,292,270,215,5,4,4,2,2
19520,0.944304337349068,-48943.9101420837,0.939013172315169,20,15,382,318,292,266,230,5,4,4,2,2
19530,0.945104996629656,-48985.9431654594,0.941339702736252,20,16,369,315,295,288,221,5,4,4,2,2
19540,0.944761515098139,-48967.1877706181,0.942195978725625,20,16,379,316,298,286,213,5,4,4,2,2
19550,0.944503027444594,-48954.0423786031,0.944427370605435,20,17,373,329,283,275,212,5,4,2,2,2
19560,0.944842645195201,-48971.6000949642,0.936488170745716,20,16,405,327,296,263,212,5,4,4,2,2
19570,0.944501869364221,-48953.0315783338,0.939286792354644,20,15,405,320,305,272,217,5,4,4,2,2
19580,0.945497308189246,-49007.482332194,0.936846583032099,20,15,405,323,307,268,221,5,4,4,2,2
19590,0.945845774949842,-49028.9609995762,0.944736568923254,20,16,400,320,312,273,230,5,4,4,2,2
19600,0.944241083215167,-48938.458653093,0.945536118450825,20,16,399,329,305,275,218,5,4,4,2,2
19610,0.945071940795739,-48986.0611038968,0.946202322358441,20,15,395,317,303,275,226,5,4,4,3,2
19620,0.945324421272503,-48998.041936244,0.95480678431477,20,16,388,327,289,288,218,5,4,4,2,2
19630,0.945109878316293,-48986.5293956539,0.946106717267596,20,15,399,323,283,273,234,5,4,4,2,2
19640,0.945441380301864,-49004.3280493642,0.948919198384872,20,15,394,321,278,269,225,5,4,4,2,2
19650,0.944532264468615,-48954.394910507,0.947870931069144,20,16,387,324,299,268,221,5,4,3,2,2
19660,0.944180095221019,-48935.1621074284,0.949681214778072,20,16,373,331,299,265,219,5,4,3,2,2
19670,0.945146956483096,-48988.2177039397,0.942793300464737,20,16,384,338,294,268,226,5,4,3,2,2
19680,0.944621838395517,-48959.2784272845,0.948823228506169,20,15,369,330,302,273,233,5,4,4,2,2
19690,0.944188895432345,-48935.9388037301,0.949792492332132,20,15,386,337,296,275,227,5,4,4,2,2
19700,0.943924652689693,-48920.9511078732,0.945555977793756,20,15,381,329,303,268,220,5,4,4,2,2
19710,0.944780630112806,-48969.8722385235,0.945356523949524,20,16,386,323,301,269,220,5,4,4,2,2
19720,0.945092187439318,-48985.1293236164,0.9427899585613,20,15,397,324,294,250,218,5,4,4,2,2
19730,0.944496081587788,-48954.8658486921,0.942962753835851,20,15,391,331,295,259,220,5,4,4,2,2
19740,0.944096542734581,-48930.4579761077,0.938846121326111,20,16,410,327,294,256,222,5,4,4,2,2
19750,0.945011392243322,-48981.0413816074,0.946230540838167,20,16,405,325,295,273,224,5,4,4,2,2
19760,0.944285132196445,-48942.3197399848,0.951719857805057,20,15,405,323,302,260,219,5,4,4,2,2
19770,0.9444614361669,-48950.528896095,0.940268898262226,20,15,405,328,295,281,222,5,4,4,2,2
19780,0.945484224840529,-49006.9908760578,0.952374278637435,20,16,399,335,295,274,224,5,4,4,2,2
19790,0.943994435072699,-48924.7661728312,0.944081322576423,20,16,393,328,296,280,226,5,4,4,2,2
19800,0.944934220809605,-48979.0728183012,0.942416651571085,20,16,405,313,304,259,235,5,4,3,2,2
19810,0.94421937259126,-48937.308440713,0.941862515074247,20,16,386,330,294,264,236,5,4,4,2,2
19820,0.944426587440046,-48949.1219938458,0.946413721013067,20,16,385,334,293,273,228,5,4,4,2,2
