"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
15120,0.94558180178263,-49011.9940345216,0.941599533534936,20,16,389,342,291,269,235,4,4,3,2,2
15130,0.945135597303453,-48987.5470283749,0.947365013428589,20,16,386,348,287,279,221,4,4,3,2,2
15140,0.945223925627099,-48992.3788713951,0.951206498989781,20,16,384,342,297,277,215,4,4,3,2,2
15150,0.94448960326618,-48952.6741918176,0.947011077160542,20,17,386,348,291,271,214,4,4,3,2,2
15160,0.944959460804653,-48978.0242617657,0.939734394900746,20,16,385,332,296,273,222,4,4,3,2,2
15170,0.946082226762841,-49039.8780374367,0.946609454669957,20,17,379,327,297,289,229,4,4,2,2,2
15180,0.944471594039368,-48951.0491938073,0.94082486730321,20,17,380,319,296,294,236,4,4,3,2,2
15190,0.944704908247467,-48964.0424960067,0.945530814768092,20,16,386,331,300,291,222,4,4,3,2,2
15200,0.945546943266282,-49010.0820531682,0.944232150972952,20,17,386,352,305,283,224,4,4,3,2,2
15210,0.94464183967218,-48960.5087855737,0.949440332174209,20,17,378,345,307,283,234,4,4,3,2,2
15220,0.945307620630343,-48998.8772525623,0.94580346533822,20,17,387,335,303,287,237,4,3,3,2,2
15230,0.945616820144094,-49013.9896653428,0.949365072274763,20,16,387,332,301,293,233,4,4,3,2,2
15240,0.944115041642106,-48931.4566914985,0.94516520277751,20,16,381,335,300,295,222,4,4,3,2,2
15250,0.944910606889595,-48976.861793623,0.942098524187049,20,16,394,342,304,284,218,4,4,3,2,2
15260,0.945155402415927,-48989.6107226643,0.947348069359035,20,16,409,334,302,280,218,4,4,3,2,2
15270,0.945674534966817,-49017.0926474018,0.943318088859619,20,16,417,329,290,286,230,4,4,3,2,2
15280,0.945382535378614,-49001.0530701958,0.948680652540262,20,17,415,328,286,277,235,4,4,3,2,2
15290,0.943996178229616,-48926.5656364496,0.947119670735263,20,16,391,323,288,284,243,4,4,3,2,2
15300,0.945148548145264,-48988.4158660185,0.954251766519035,20,17,378,342,293,284,234,4,4,3,2,2
15310,0.945217805547537,-48992.0811755233,0.939403788572661,20,17,394,341,291,272,235,4,4,3,2,2
15320,0.945583588830228,-49012.6554266397,0.941093707326395,20,16,373,349,296,282,236,4,4,4,2,2
15330,0.946082381346312,-49040.5551600837,0.953751829663927,20,16,400,342,302,284,216,4,4,3,2,2
15340,0.944598631210896,-48958.0963404513,0.947427821989244,20,17,384,348,294,282,206,4,4,3,2,2
15350,0.944951616903824,-48977.5873533576,0.937925818399882,20,16,386,343,297,282,208,4,4,3,2,2
15360,0.945144743278638,-48988.179651446,0.947877105858071,20,16,386,349,300,282,201,4,4,3,2,2
15370,0.94578562104412,-49023.2966916157,0.944367221430325,20,17,409,328,293,283,209,4,4,3,2,2
15380,0.945511274950488,-49008.1910728791,0.946324665935292,20,17,412,324,293,288,210,4,4,3,2,2
15390,0.945923018057268,-49031.2861910908,0.940281230635367,20,16,405,329,295,281,219,4,4,3,2,2
15400,0.944683515837613,-48962.7395196438,0.945189085550543,20,16,387,340,288,283,221,4,4,3,2,2
15410,0.945410464956328,-49003.7942942144,0.955301277965368,20,17,387,338,295,276,229,4,4,3,2,2
15420,0.944789103107959,-48968.4512726068,0.94496571012189,20,17,385,322,295,276,230,4,4,3,2,2
15430,0.945786803532355,-49023.2451208527,0.944696828016984,20,17,378,332,292,287,217,4,4,3,2,2
15440,0.945449786680656,-49004.7442946161,0.941999516721064,20,16,381,348,302,285,218,4,4,3,2,2
15450,0.944645229914254,-48962.0060989965,0.93973941250925,20,17,383,348,293,283,219,4,4,3,2,2
15460,0.94508581526539,-48986.7323257422,0.938648789495616,20,16,396,324,283,282,231,4,4,3,2,2
15470,0.945350044322114,-48999.9614964435,0.953582207356619,20,17,384,331,297,288,226,4,4,3,2,2
15480,0.945139110209849,-48987.6790246606,0.949988302748694,20,17,393,322,290,286,233,4,4,3,2,2
15490,0.944652056105037,-48961.8780517399,0.931752845557328,20,17,407,327,297,272,237,4,4,3,2,2
15500,0.945000205004704,-48980.2190883014,0.948505611962796,20,16,416,315,287,273,249,4,4,3,2,2
15510,0.945661703223066,-49017.4927881298,0.944230357440781,20,17,416,337,295,262,234,4,4,3,2,2
15520,0.945475074492811,-49006.6449300585,0.94944133253864,20,17,413,317,292,273,252,4,4,3,2,2
15530,0.944824898355948,-48970.4489913066,0.947089624717896,20,17,422,313,302,270,256,4,4,3,2,2
15540,0.944736405600191,-48965.6923455366,0.94210442601015,20,17,415,324,283,255,255,4,4,3,2,2
15550,0.945143239252489,-48987.9068210776,0.949431069179043,20,16,395,323,285,267,261,4,4,2,2,2
15560,0.94535637311315,-48999.624104123,0.946659390773227,20,16,402,320,288,262,261,4,4,4,2,2
15570,0.943757954176316,-48911.8213043081,0.944367424450515,20,17,399,317,296,271,267,4,4,3,2,2
15580,0.944319574917131,-48942.6470123028,0.945734247758838,20,17,401,303,300,281,264,4,4,3,2,2
15590,0.945886129165104,-49028.7601367962,0.944590473144472,20,17,406,321,293,278,263,4,4,3,2,2
15600,0.945156951801486,-48989.529263861,0.94020594882702,20,16,402,345,284,278,252,4,4,4,2,2
15610,0.946153711985536,-49043.5828342493,0.958770528179291,20,16,411,347,280,262,251,4,4,4,2,2
15620,0.944632906666338,-48960.5242236275,0.943617742523724,20,16,405,352,291,270,243,4,4,4,2,2
15630,0.945528529360546,-49009.114209269,0.94752455634802,20,16,430,333,289,263,236,4,4,4,2,2
15640,0.946073615012929,-49039.0779916836,0.945746496112183,20,16,396,352,293,265,242,4,4,4,2,2
15650,0.945334000076653,-48999.5636830957,0.940406614663883,20,17,396,324,290,268,251,4,4,3,2,2
15660,0.944801983330963,-48970.9347464037,0.945580267230478,20,16,411,328,281,269,249,4,4,4,2,2
15670,0.944966786622909,-48978.5300536853,0.943719435165745,20,16,407,321,291,266,254,4,4,4,2,2
15680,0.945667316440668,-49016.685932626,0.945014621230752,20,16,395,332,301,287,239,4,4,4,2,2
15690,0.944308938264566,-48942.7592139957,0.950890462425552,20,16,401,316,315,276,235,4,4,4,2,2
15700,0.945322774564451,-48998.4572699349,0.948986416330016,20,16,405,338,308,265,233,4,4,4,2,2
15710,0.944406596465777,-48949.3844547062,0.945502466450785,20,16,401,328,306,258,228,4,4,4,2,2
15720,0.945265368351449,-48994.7257393094,0.944187228823499,20,17,381,326,305,280,239,4,4,2,2,2
15730,0.945305411578111,-48996.9072894162,0.943067278961652,20,17,393,318,302,270,246,4,4,3,2,2
15740,0.94481026365038,-48969.6122788312,0.943679725906451,20,17,389,325,291,265,240,4,4,3,2,2
15750,0.944329618323333,-48944.5989619892,0.939863993130545,20,16,390,321,298,265,227,4,4,4,2,2
15760,0.945273964500684,-48995.1916846717,0.943802897695336,20,15,386,332,288,275,218,4,4,3,3,2
15770,0.945798890377021,-49024.3051167595,0.945124421950633,20,17,389,343,299,282,210,4,4,3,3,2
15780,0.945370034125313,-49000.6548138953,0.943073135718984,20,16,375,351,305,292,217,4,4,3,3,2
15790,0.946045069211075,-49037.585064431,0.944665247788438,20,16,375,349,300,290,221,4,4,3,3,2
15800,0.94581845232835,-49025.0661669891,0.940217508111415,20,15,390,325,298,288,222,4,4,4,3,3
15810,0.945801691764682,-49024.4390006906,0.946736678562792,20,16,372,339,294,282,223,4,4,4,4,2
15820,0.944547905270245,-48955.1946506026,0.941796649630197,20,17,371,343,287,279,218,4,4,4,3,2
15830,0.945117086421992,-48986.6282089786,0.938009195563893,20,16,376,345,297,280,215,4,4,4,3,3
15840,0.944741433888684,-48965.8394892593,0.94459197999115,20,15,371,343,297,292,221,4,4,4,4,2
15850,0.944362003086048,-48944.9745947554,0.935977757826532,20,16,367,342,301,295,218,4,4,4,4,2
15860,0.945160876321868,-48988.8778856102,0.941730099734481,20,16,381,343,295,291,218,4,4,4,4,2
15870,0.94558844163258,-49013.9254102376,0.947598239661947,20,15,390,330,301,272,222,4,4,4,4,2
15880,0.94502118887109,-48981.6759331041,0.940539026471594,20,16,417,316,313,252,227,4,4,4,3,2
15890,0.945250706987632,-48994.1481462846,0.941123918750294,20,15,399,337,300,265,213,4,4,4,4,2
15900,0.946009785588141,-49035.5560884223,0.953360945529593,20,15,397,329,309,267,219,4,4,4,4,2
15910,0.944602780705007,-48958.3154132737,0.951081142562182,20,15,392,334,306,261,215,4,4,4,4,2
15920,0.94359351591183,-48902.7102572374,0.937444159005046,20,15,383,325,306,277,213,4,4,4,3,3
15930,0.944947813476425,-48977.7777721666,0.942112157204753,20,16,384,325,307,281,211,4,4,4,2,2
15940,0.945199354245597,-48990.99166653,0.942452686970835,20,16,373,345,301,290,220,4,4,4,2,2
15950,0.945093386583921,-48985.4693657012,0.944433943978863,20,16,391,335,301,271,224,4,4,4,2,2
15960,0.946021832482029,-49036.1542794118,0.944270614660697,20,16,382,334,298,279,218,4,4,4,2,2
15970,0.944320998967392,-48943.1925147447,0.93658311327361,20,15,376,334,311,271,225,4,4,4,4,2
15980,0.94402166171296,-48926.3001548011,0.945272705172326,20,16,385,322,318,282,228,4,4,4,4,2
15990,0.944426585276738,-48948.5432255079,0.95011375367367,20,15,389,331,305,271,230,4,4,4,4,2
16000,0.944060431444166,-48928.7534693063,0.946985495677938,20,15,394,343,292,256,229,4,4,4,3,3
16010,0.944420209043131,-48948.7911374949,0.947374190068425,20,16,391,354,295,261,207,4,4,4,3,3
16020,0.94473857010704,-48967.8883216537,0.945894655712899,20,16,390,342,297,264,206,4,4,3,3,3
16030,0.944574112556651,-48956.7085317393,0.951839666367598,20,15,388,338,295,270,211,4,4,4,3,3
16040,0.945057497433469,-48983.3114929458,0.943813861234431,20,15,397,321,300,276,214,4,4,4,3,3
16050,0.945084886513012,-48985.475618719,0.951346309572842,20,15,374,340,287,267,216,4,4,4,3,3
16060,0.945227768859859,-48992.5501269947,0.943919972637965,20,15,385,315,286,269,223,4,4,4,3,3
16070,0.945398677049201,-49002.3565152131,0.947664262491713,20,15,398,324,290,263,228,4,4,4,3,3
16080,0.946228149206267,-49048.0443180461,0.952418461239678,20,15,398,322,297,265,227,4,4,4,4,2
16090,0.945514281116754,-49008.4936301016,0.953479692919835,20,15,373,350,295,261,222,4,4,4,4,2
16100,0.944995997201012,-48980.1799673981,0.938251113176326,20,16,384,326,295,280,215,4,4,4,3,2
16110,0.944927841151513,-48976.7951422505,0.944730376956542,20,17,392,330,295,280,228,4,4,3,2,2
16120,0.945453103377302,-49004.9282729664,0.949501201401483,20,17,382,344,301,279,237,4,4,4,2,2
16130,0.94624218374075,-49049.3736452527,0.94707028526564,20,17,386,346,301,275,232,4,4,4,2,2
16140,0.945931901229801,-49031.9572302201,0.944037480957523,20,15,399,348,289,261,228,4,4,4,4,2
16150,0.944555087813667,-48955.7177380773,0.941453184947843,20,16,406,335,285,268,222,4,4,4,3,2
16160,0.94389843192753,-48920.562690321,0.941019223010356,20,16,409,328,294,265,227,4,4,4,3,2
16170,0.945332345971794,-48998.3081501739,0.942991557182413,20,15,391,340,303,267,227,4,4,4,4,2
16180,0.945314609238589,-48998.2058703893,0.940890557698078,20,15,399,340,301,269,226,4,4,4,4,2
16190,0.944713244865138,-48964.2968324661,0.948939000147858,20,15,384,340,308,266,222,4,4,4,4,2
16200,0.946135325745565,-49042.4277479677,0.944830128799938,20,15,406,342,311,253,219,4,4,4,4,2
16210,0.94472156268429,-48964.8040557621,0.942160101665789,20,15,384,340,301,271,219,4,4,4,4,2
16220,0.945500775284837,-49007.5421062685,0.949638953860884,20,15,392,340,302,266,216,4,4,4,4,2
16230,0.944454536473673,-48950.3025339941,0.94587913912508,20,15,401,332,289,263,225,4,4,4,4,2
16240,0.944919994048761,-48975.6419217575,0.946443292450966,20,15,402,325,291,261,231,4,4,4,4,2
16250,0.944716612330124,-48966.9973027517,0.939641945299655,20,16,389,325,282,271,250,4,4,4,3,2
16260,0.94524595991296,-48995.136835711,0.943040421628935,20,15,399,332,292,272,234,4,4,4,4,2
16270,0.944084851629092,-48929.8011173953,0.942870237914892,20,15,382,329,289,278,240,4,4,4,4,2
16280,0.945085828357055,-48989.3421365812,0.940729404333275,20,16,376,335,301,281,226,4,4,4,4,2
16290,0.944997249879324,-48979.9878505631,0.94297401896375,20,15,386,325,289,275,238,4,4,4,4,2
16300,0.945069130317374,-48984.0654851461,0.946275271298356,20,16,392,319,287,282,224,4,4,4,3,2
16310,0.945144796844385,-48988.0407974725,0.948476840951893,20,15,397,313,293,286,222,4,4,4,3,3
16320,0.9442297289579,-48938.528778601,0.945166746482833,20,15,391,323,294,286,233,4,4,4,3,3
16330,0.944859932225644,-48972.3502290685,0.941946681628421,20,15,384,314,302,279,233,4,4,4,4,2
16340,0.945129394630004,-48987.725865184,0.950244023613549,20,15,361,331,306,289,237,4,4,4,4,2
16350,0.944434717958289,-48948.9720586451,0.947840302303593,20,16,382,324,293,278,239,4,4,4,4,2
16360,0.945615336717116,-49013.9772094052,0.947478595888072,20,15,392,339,287,273,231,4,4,4,4,2
16370,0.944509917389786,-48953.9174081382,0.945660413247448,20,16,397,328,282,274,236,4,4,4,4,2
16380,0.944558702229733,-48955.825534377,0.939366157898323,20,15,388,338,293,288,223,4,4,4,4,2
16390,0.944803541896652,-48970.3825064247,0.94163227840731,20,18,392,323,295,278,220,4,4,4,3,2
16400,0.945510259797215,-49008.0742217164,0.940106470177065,20,15,391,331,280,279,222,4,4,4,4,2
16410,0.944962717071704,-48978.0281611385,0.94221436378864,20,15,375,324,294,282,233,4,4,4,4,2
16420,0.945125949053989,-48987.5159099975,0.952900403767982,20,15,385,331,295,269,229,4,4,4,4,2
16430,0.945265727899182,-48994.8485616592,0.951818021468907,20,15,383,330,304,268,228,4,4,4,4,2
16440,0.945525515953604,-49008.9186490551,0.95006640041943,20,15,375,342,307,268,223,4,4,4,4,2
16450,0.945507447272658,-49008.941025102,0.944469529163957,20,15,388,331,295,266,202,4,4,4,4,2
16460,0.945611914622792,-49014.6351318866,0.944580455802151,20,15,393,327,296,267,223,4,4,4,4,2
16470,0.945230608121528,-48992.7048284754,0.947744155846634,20,15,405,323,295,279,218,4,4,4,4,2
16480,0.945409822181538,-49003.0676970155,0.9408510569737,20,15,391,344,285,271,218,4,4,4,4,2
16490,0.945446064175564,-49004.8476791223,0.944259217758517,20,15,387,341,289,274,215,4,4,4,4,2
16500,0.94595872730586,-49032.6980583123,0.94678789188528,20,15,388,347,297,280,208,4,4,4,4,2
16510,0.945649849430971,-49015.7365928355,0.945426109869814,20,16,385,332,309,290,211,4,4,4,3,2
16520,0.945769876357622,-49022.3976600121,0.940917876991041,20,15,386,351,311,278,206,4,4,4,4,2
16530,0.945909383661386,-49029.9786347044,0.956106458556837,20,15,404,335,305,272,210,4,4,4,4,2
16540,0.945175833329066,-48989.7688239504,0.946494048561569,20,15,397,350,312,265,201,4,4,4,4,2
16550,0.944917435027886,-48975.6569119375,0.947736370517252,20,16,403,331,309,265,216,4,4,4,4,2
16560,0.945463789577114,-49005.5162571874,0.942128253707666,20,15,406,347,295,266,210,4,4,4,4,2
16570,0.945028057012737,-48981.9103639878,0.945826335403941,20,16,403,320,295,263,215,4,4,4,4,2
16580,0.945120569071783,-48987.0093664343,0.935675811225274,20,16,387,330,301,279,224,4,4,4,4,2
16590,0.946023282302329,-49036.4997695372,0.947330081296413,20,15,401,323,309,273,221,4,4,4,4,2
16600,0.944405232720107,-48947.5862499732,0.93507216819454,20,15,393,335,295,272,216,4,4,4,4,2
16610,0.944551981521959,-48955.442210263,0.94887735269327,20,15,370,331,298,283,226,4,4,4,4,2
16620,0.944343055854576,-48944.1427529549,0.940673241553421,20,16,393,333,304,267,227,4,4,4,3,2
16630,0.945033597904107,-48981.9853756519,0.950767549039551,20,16,405,341,316,265,216,4,4,4,3,2
16640,0.943947100920557,-48923.5165885653,0.947385990811758,20,16,394,319,305,266,232,4,4,4,2,2
16650,0.944460633017005,-48952.082621425,0.942770423154124,20,15,380,338,298,260,236,4,4,4,4,2
16660,0.945263834511587,-48994.5565002035,0.94523534475911,20,15,391,316,297,275,224,4,4,4,4,2
16670,0.944841581441804,-48971.5655977643,0.948236218077892,20,15,399,308,299,266,231,4,4,4,4,2
16680,0.945630215151594,-49015.1279943239,0.945496946727603,20,15,403,310,304,260,234,4,4,4,4,2
16690,0.945002870510158,-48980.2001797211,0.951122956229472,20,16,397,330,308,262,230,4,4,4,4,2
16700,0.944646223626764,-48960.7991121378,0.947214754020968,20,15,389,343,309,276,227,4,4,4,4,2
16710,0.945051390604134,-48983.1311610808,0.938013082792478,20,15,391,334,305,280,235,4,4,4,4,2
16720,0.945123650676326,-48986.9597497927,0.946936851634684,20,15,406,335,299,274,221,4,4,4,4,2
16730,0.945539825758038,-49010.9996507432,0.952020444418605,20,15,409,325,311,268,217,4,4,4,4,2
16740,0.944219292883275,-48937.2051448007,0.933013312667917,20,15,391,325,316,255,215,4,4,4,3,3
16750,0.943820898137413,-48915.3740374376,0.944481098426877,20,16,392,343,319,255,199,4,4,4,3,2
16760,0.94534899411166,-48999.6814024595,0.943982348559091,20,16,399,338,304,266,207,4,4,3,3,3
16770,0.945437822097197,-49004.0922549851,0.94240507700015,20,16,381,343,298,270,205,4,4,3,3,3
16780,0.945526168981441,-49009.2739808088,0.944110815989136,20,16,382,359,293,259,205,4,4,3,3,3
16790,0.94591921124646,-49030.7166595916,0.946919582879375,20,15,397,340,303,263,211,4,4,4,3,3
16800,0.945674135619471,-49018.5440871907,0.946024686971899,20,16,384,338,300,263,209,4,4,4,2,2
16810,0.944816796514973,-48970.0181326004,0.93980794101779,20,16,390,330,303,261,213,4,4,4,4,2
16820,0.945853381202394,-49027.0841564444,0.936932252957587,20,15,385,343,305,256,220,4,4,4,4,2
16830,0.945768002634136,-49022.8580169267,0.946962849777788,20,16,401,344,300,256,215,4,4,4,3,2
16840,0.944444825483551,-48950.6872481327,0.941385389727301,20,16,387,343,309,259,214,4,4,3,3,3
16850,0.945100146740295,-48985.5520635304,0.944530525092946,20,15,389,324,298,266,220,4,4,4,3,3
16860,0.944245815501856,-48940.0070918616,0.952695675517788,20,15,401,325,306,259,221,4,4,4,4,2
16870,0.944107542249252,-48931.5083019352,0.948168456552152,20,15,408,341,292,259,203,4,4,4,4,2
16880,0.945416659320243,-49003.782967423,0.949087918547392,20,15,415,338,309,257,199,4,4,4,4,2
16890,0.944858480329965,-48972.7888355239,0.948011295864793,20,15,412,326,299,244,227,4,4,4,4,2
16900,0.943696269891445,-48908.5724531196,0.94202651240483,20,15,410,328,298,253,221,4,4,4,4,2
16910,0.944335425047447,-48943.6435593838,0.945673326105273,20,16,407,338,288,254,219,4,4,4,4,2
16920,0.944963024636773,-48978.9502508201,0.942919462637184,20,15,404,339,301,270,208,4,4,4,4,2
16930,0.945566288802725,-49011.1614996498,0.946603103465922,20,15,394,338,308,276,202,4,4,4,4,2
16940,0.945224782720576,-48992.3903574451,0.943930537022404,20,16,390,338,314,273,207,4,4,4,2,2
16950,0.944776100963855,-48968.1153927355,0.938513896577236,20,15,391,339,314,259,218,4,4,4,4,2
16960,0.944581470517533,-48957.0618976415,0.953617133920837,20,15,382,340,313,262,221,4,4,4,4,2
16970,0.944001877266235,-48925.4290032402,0.945080545967716,20,15,368,337,316,261,220,4,4,4,4,2
16980,0.945614251765417,-49014.2920932074,0.943492865594074,20,16,388,334,302,270,231,4,4,4,3,2
16990,0.946501232115705,-49062.8703694219,0.943793423935984,20,16,378,343,302,277,226,4,4,4,2,2
17000,0.945808583238435,-49025.5085253791,0.942958424054293,20,16,377,334,298,274,219,4,4,4,2,2
17010,0.94483151134636,-48971.0779221363,0.949239074416232,20,16,384,323,303,268,227,4,4,4,2,2
17020,0.944744589985639,-48966.1872178981,0.945438249786637,20,16,394,331,307,277,218,4,4,4,2,2
17030,0.944738974726362,-48965.8089562539,0.943977931194153,20,16,396,330,314,270,209,4,4,4,2,2
17040,0.944685587693969,-48963.2488319212,0.945772293736467,20,18,390,326,310,281,204,4,3,3,2,2
17050,0.94601921596255,-49037.3967223945,0.943183789931386,20,15,401,324,292,275,208,4,4,4,4,2
17060,0.945082065306278,-48984.927167287,0.945350934914587,20,15,388,328,295,280,206,4,4,4,4,2
17070,0.945028567804267,-48982.0005956682,0.947426454787992,20,15,394,341,289,282,214,4,4,4,4,2
17080,0.944764921693556,-48967.1255215532,0.94223797636983,20,15,406,347,290,263,200,4,4,4,4,2
17090,0.945655907984064,-49016.0650178443,0.945376265640565,20,17,381,349,317,267,194,4,4,4,3,2
17100,0.946116338218329,-49041.3502119628,0.943502394449713,20,17,378,333,324,267,201,4,4,4,3,2
17110,0.94643858939323,-49059.0855076282,0.94403566556218,20,16,362,349,310,285,204,4,4,4,3,2
17120,0.944725566768571,-48965.0551324284,0.950306061015055,20,15,377,358,302,271,205,4,4,4,4,2
17130,0.945961993893444,-49033.1263479797,0.940502877129576,20,15,378,355,300,279,210,4,4,4,4,2
17140,0.94475608171008,-48966.7672010821,0.946380251002134,20,15,384,345,301,285,192,4,4,4,4,2
17150,0.945281761018496,-48999.0250327647,0.941652338144322,20,16,402,343,297,269,196,4,4,4,3,2
17160,0.944185708588038,-48935.4797245282,0.944495022070694,20,15,409,343,286,271,197,4,4,4,4,2
17170,0.944604880777784,-48958.3568172381,0.949238935196294,20,15,384,343,296,280,204,4,4,4,4,2
17180,0.945085042871099,-48984.7839050297,0.950163764129282,20,15,387,343,295,285,202,4,4,4,4,2
17190,0.944686290205841,-48962.8076540517,0.94004998267336,20,16,373,328,306,283,211,4,4,4,4,2
17200,0.945594725338032,-49013.1260517079,0.947586660213924,20,17,381,335,297,294,210,4,4,4,3,2
17210,0.94615658040737,-49043.9804138947,0.946441603276352,20,15,387,355,298,282,208,4,4,4,4,2
17220,0.945595952576051,-49013.5538366952,0.944855122972975,20,15,396,348,285,285,201,4,4,4,3,3
17230,0.945793784472503,-49026.1942999175,0.938879447897035,20,15,392,344,295,285,210,4,4,4,3,3
17240,0.945269565216425,-48995.0177176671,0.9497765808635,20,15,390,349,289,271,208,4,4,4,3,3
17250,0.945833331893552,-49027.2415941062,0.950654215683189,20,15,393,336,293,271,207,4,4,4,3,3
17260,0.944047995554942,-48927.7266212636,0.94000662987081,20,15,389,336,287,280,215,4,4,4,3,3
17270,0.945315117777461,-48997.4481010494,0.95664499724468,20,15,382,334,289,289,212,4,4,4,3,3
17280,0.944767502259141,-48967.2972229504,0.946900118938637,20,15,369,337,288,282,220,4,4,4,3,3
17290,0.945487288250425,-49007.1281366409,0.948586110205274,20,15,383,329,290,273,222,4,4,4,3,3
17300,0.946353052723625,-49055.9235615215,0.945979483506802,20,16,397,337,296,273,205,4,4,4,3,2
17310,0.945253812115947,-48994.524270058,0.945551862954739,20,16,377,328,289,283,209,4,4,3,3,3
17320,0.945461253750596,-49005.5181469855,0.942905643711168,20,15,399,314,294,273,221,4,4,4,3,3
17330,0.945174911337455,-48989.6955057908,0.951675857402741,20,15,394,322,301,267,212,5,4,4,4,2
17340,0.946048571622823,-49038.2435464329,0.944886750496206,20,16,394,318,309,262,222,5,4,4,4,2
17350,0.944970709261569,-48979.0051328129,0.947406389581739,20,15,396,312,304,267,233,5,4,4,3,2
17360,0.945345411129881,-48999.2652539751,0.944162227749594,20,15,399,315,306,280,225,5,4,4,2,2
17370,0.944980762715241,-48979.0115677622,0.942980505728404,20,15,384,324,309,276,224,5,4,4,2,2
17380,0.945151019065948,-48988.3332521281,0.941392075838298,20,15,385,323,314,291,213,5,4,4,2,2
17390,0.94511432060544,-48986.7347433853,0.950619112709956,20,15,371,345,306,296,207,5,4,4,2,2
17400,0.944668076899456,-48961.8642260625,0.948394868122083,20,15,369,333,302,292,211,5,4,4,2,2
17410,0.944837998688708,-48971.2828179714,0.939878894229291,20,15,374,334,312,291,219,5,4,4,2,2
17420,0.945171339707399,-48989.5129905732,0.947461045317147,20,15,380,336,314,259,228,5,4,4,2,2
17430,0.945194047074887,-48992.2046509578,0.93931844990779,20,15,375,350,317,259,222,5,4,4,2,2
17440,0.944980655972795,-48978.9941467007,0.941149483780423,20,15,366,352,304,255,218,5,4,4,2,2
17450,0.94489498472744,-48974.5927561592,0.944455943430855,20,16,387,354,306,251,200,4,4,4,2,2
17460,0.944085264085972,-48929.7584017783,0.950775001538732,20,16,391,332,299,255,223,5,4,4,2,2
17470,0.944623688267415,-48959.7314330332,0.948959429371239,20,15,402,336,293,239,223,5,4,4,2,2
17480,0.945622877043445,-49014.4829362511,0.94726325839909,20,15,413,321,313,245,228,5,4,4,2,2
17490,0.945749863715337,-49022.0956332227,0.946817797611135,20,15,406,347,297,248,236,5,4,4,2,2
17500,0.944692770418476,-48963.476403803,0.948369041808368,20,15,418,336,303,245,231,5,4,4,2,2
17510,0.944835492230525,-48973.0304817026,0.944475145625965,20,15,407,338,309,247,230,5,4,4,2,2
17520,0.945041433525569,-48982.5770272523,0.938478239731922,20,15,391,342,317,262,231,5,4,4,2,2
17530,0.946167380615811,-49045.4520249047,0.947416960203476,20,15,421,333,325,250,233,5,4,4,2,2
17540,0.945613249326753,-49014.6647792216,0.945564228041639,20,15,416,327,321,255,226,5,4,4,2,2
17550,0.944909461604465,-48976.7348644068,0.941224389793136,20,16,415,351,316,242,217,4,4,4,2,2
17560,0.944503192387017,-48953.5372747692,0.944460937502384,20,15,411,338,298,259,222,5,4,4,2,2
17570,0.94494650005816,-48981.0040919258,0.939100051877549,20,15,421,345,295,254,216,5,4,4,2,2
17580,0.94457234170704,-48957.3813350369,0.949008206776763,20,16,382,348,288,264,227,5,4,4,2,2
17590,0.946110356999196,-49041.0357379324,0.939575550551378,20,15,399,334,303,263,220,5,4,4,2,2
17600,0.94529269286128,-48996.1367808743,0.950922795436771,20,16,388,339,294,275,222,5,4,4,2,2
17610,0.946336864386011,-49055.4018024889,0.939739065570839,20,16,399,317,303,276,210,5,4,4,2,2
17620,0.945416071986945,-49002.8993714645,0.940446957835432,20,16,400,329,304,260,208,5,4,4,2,2
17630,0.945148335335092,-48988.6758939219,0.944203638108257,20,16,384,321,295,258,223,4,4,4,3,2
17640,0.944828155845631,-48970.686922599,0.947384277176557,20,15,386,330,290,267,229,5,4,4,3,2
17650,0.945319938840307,-48998.0292609542,0.945673198265903,20,15,397,310,297,281,242,5,4,4,3,2
17660,0.944511041691012,-48953.3234608515,0.943651947110669,20,15,400,303,298,280,249,5,4,4,3,2
17670,0.944131779719297,-48933.727038103,0.948379764753057,20,15,387,308,293,268,248,5,4,4,3,2
17680,0.944885341865691,-48974.6015251794,0.948271685003927,20,15,389,313,286,268,240,5,4,4,3,2
17690,0.945400473417355,-49002.1056262334,0.945844382707053,20,16,390,332,284,265,230,4,4,4,3,2
17700,0.945268922588668,-48995.0954089983,0.944882339602694,20,15,371,336,301,267,236,5,4,4,3,2
17710,0.944724376679592,-48965.538956908,0.941519532570579,20,16,375,342,288,262,249,5,4,4,3,2
17720,0.944587461725068,-48957.3691101121,0.944423249689627,20,16,382,340,287,262,234,4,4,3,3,2
17730,0.944813372151634,-48971.5159528454,0.941385847634905,20,16,395,332,299,259,226,5,4,4,3,2
17740,0.945125634462835,-48987.6914177796,0.944483723403234,20,15,403,336,302,257,225,5,4,4,3,2
17750,0.945608441302107,-49015.1590718003,0.942715316364199,20,15,399,331,306,255,232,5,4,4,3,2
17760,0.945410666319576,-49002.6237136834,0.939100577046252,20,16,401,323,297,264,233,5,4,4,3,2
17770,0.945451304939434,-49004.9860024661,0.945351935886269,20,15,384,326,299,272,222,5,4,4,3,2
17780,0.944442547697955,-48949.7219021387,0.939187098372648,20,15,373,341,304,272,209,5,4,4,3,2
17790,0.944372300730179,-48945.9919154659,0.941677799422785,20,15,381,347,310,273,220,5,4,4,3,2
